Carrier_Airline,Tail_Number,Origin,Dest,Schedule_DateTime,Flight_Duration_Minutes,Flight_Delay,Orientation
OH,N552NN,CLT,CVG,2022-03-25 07:31:00,90.0,-14.0,North-South
OH,N560NN,CLT,CVG,2022-03-27 07:31:00,90.0,16.0,North-South
OH,N563NN,CLT,CVG,2022-03-28 07:31:00,90.0,-1.0,North-South
OH,N609NN,CLT,CVG,2022-03-31 07:31:00,90.0,-8.0,North-South
OH,N606NN,CVG,CLT,2022-03-01 10:15:00,111.0,-32.0,North-South
OH,N557NN,CVG,CLT,2022-03-02 10:15:00,111.0,-26.0,North-South
OH,N502AE,MHT,DCA,2022-03-01 06:01:00,118.0,-1.0,East-West
OH,N541EA,MHT,DCA,2022-03-02 06:01:00,118.0,-4.0,East-West
OH,N597NN,MHT,DCA,2022-03-03 06:08:00,111.0,1.0,East-West
OH,N569NN,MHT,DCA,2022-03-04 06:08:00,111.0,-12.0,East-West
OH,N576NN,MHT,DCA,2022-03-05 06:08:00,111.0,-18.0,East-West
OH,N609NN,MHT,DCA,2022-03-06 06:09:00,111.0,-11.0,East-West
OH,N586NN,MHT,DCA,2022-03-08 06:08:00,111.0,467.0,East-West
OH,N590NN,MHT,DCA,2022-03-09 06:08:00,111.0,18.0,East-West
OH,N549NN,MHT,DCA,2022-03-10 06:08:00,111.0,-6.0,East-West
OH,N592NN,MHT,DCA,2022-03-11 06:08:00,111.0,-9.0,East-West
OH,N601EN,MHT,DCA,2022-03-12 06:08:00,111.0,-3.0,East-West
OH,N554NN,MHT,DCA,2022-03-13 06:09:00,111.0,8.0,East-West
OH,N558NN,MHT,DCA,2022-03-14 06:08:00,111.0,-1.0,East-West
OH,N594NN,MHT,DCA,2022-03-15 06:08:00,111.0,-3.0,East-West
OH,N579NN,MHT,DCA,2022-03-16 06:08:00,111.0,-13.0,East-West
OH,N609NN,MHT,DCA,2022-03-17 06:08:00,111.0,-4.0,East-West
OH,N565NN,MHT,DCA,2022-03-18 06:08:00,111.0,52.0,East-West
OH,N589NN,MHT,DCA,2022-03-19 06:08:00,111.0,0.0,East-West
OH,N570NN,MHT,DCA,2022-03-20 06:09:00,111.0,4.0,East-West
OH,N614NN,MHT,DCA,2022-03-21 06:08:00,111.0,-23.0,East-West
OH,N586NN,MHT,DCA,2022-03-22 06:08:00,111.0,-17.0,East-West
OH,N581NN,MHT,DCA,2022-03-23 06:08:00,111.0,-25.0,East-West
OH,N598NN,MHT,DCA,2022-03-24 06:08:00,111.0,-3.0,East-West
OH,N559NN,MHT,DCA,2022-03-25 06:08:00,111.0,34.0,East-West
OH,N598NN,MHT,DCA,2022-03-26 06:08:00,111.0,12.0,East-West
OH,N609NN,MHT,DCA,2022-03-27 06:09:00,111.0,-19.0,East-West
OH,N607NN,MHT,DCA,2022-03-28 06:08:00,111.0,-4.0,East-West
OH,N597NN,MHT,DCA,2022-03-29 06:08:00,111.0,0.0,East-West
OH,N588NN,MHT,DCA,2022-03-30 06:08:00,111.0,16.0,East-West
OH,N586NN,MHT,DCA,2022-03-31 06:08:00,111.0,-8.0,East-West
OH,N602NN,CLT,FAY,2022-03-03 22:51:00,68.0,-28.0,East-West
OH,N611NN,CLT,FAY,2022-03-04 22:51:00,68.0,-5.0,East-West
OH,N590NN,CLT,FAY,2022-03-05 22:51:00,68.0,-29.0,East-West
OH,N595NN,CLT,FAY,2022-03-06 22:51:00,68.0,-22.0,East-West
OH,N598NN,CLT,FAY,2022-03-07 22:51:00,68.0,-25.0,East-West
OH,N564NN,CLT,FAY,2022-03-10 22:51:00,68.0,-31.0,East-West
OH,N570NN,CLT,FAY,2022-03-11 22:51:00,68.0,-21.0,East-West
OH,N602NN,CLT,FAY,2022-03-13 22:51:00,68.0,8.0,East-West
OH,N597NN,CLT,FAY,2022-03-14 22:51:00,68.0,-25.0,East-West
OH,N549NN,CLT,FAY,2022-03-17 22:51:00,68.0,-38.0,East-West
OH,N612NN,CLT,FAY,2022-03-18 22:51:00,68.0,-37.0,East-West
OH,N592NN,CLT,FAY,2022-03-19 22:51:00,68.0,-14.0,East-West
OH,N556NN,CLT,FAY,2022-03-20 22:51:00,68.0,-26.0,East-West
OH,N605NN,CLT,FAY,2022-03-21 22:51:00,68.0,-30.0,East-West
OH,N572NN,CLT,FAY,2022-03-24 22:51:00,68.0,-29.0,East-West
OH,N610NN,CLT,FAY,2022-03-25 22:51:00,68.0,-19.0,East-West
OH,N608NN,CLT,FAY,2022-03-26 22:51:00,68.0,-23.0,East-West
OH,N600NN,CLT,FAY,2022-03-27 22:51:00,68.0,-22.0,East-West
OH,N569NN,CLT,FAY,2022-03-28 22:51:00,68.0,-19.0,East-West
OH,N596NN,CLT,FAY,2022-03-31 22:51:00,68.0,-35.0,East-West
OH,N510AE,DAY,CLT,2022-03-01 06:34:00,108.0,-11.0,North-South
OH,N612NN,DAY,CLT,2022-03-02 06:34:00,108.0,-16.0,North-South
OH,N568NN,CHS,PHL,2022-03-03 16:55:00,113.0,-12.0,North-South
OH,N613NN,CHS,PHL,2022-03-04 16:55:00,113.0,-5.0,North-South
OH,N571NN,CHS,PHL,2022-03-05 16:57:00,113.0,-15.0,North-South
OH,N607NN,CHS,PHL,2022-03-06 16:55:00,113.0,6.0,North-South
OH,N585NN,CHS,PHL,2022-03-07 16:55:00,113.0,4.0,North-South
OH,N603NN,CHS,PHL,2022-03-10 16:55:00,113.0,-35.0,North-South
OH,N615NN,CHS,PHL,2022-03-11 16:55:00,113.0,87.0,North-South
OH,N600NN,CHS,PHL,2022-03-13 16:55:00,113.0,-13.0,North-South
OH,N611NN,CHS,PHL,2022-03-14 16:55:00,113.0,-3.0,North-South
OH,N587NN,CHS,PHL,2022-03-18 16:55:00,113.0,-23.0,North-South
OH,N611NN,CHS,PHL,2022-03-19 16:57:00,113.0,29.0,North-South
OH,N560NN,CHS,PHL,2022-03-20 16:55:00,113.0,-29.0,North-South
OH,N597NN,CHS,PHL,2022-03-21 16:55:00,113.0,-15.0,North-South
OH,N590NN,CHS,PHL,2022-03-24 16:55:00,113.0,-15.0,North-South
OH,N555NN,CHS,PHL,2022-03-25 16:55:00,113.0,-25.0,North-South
OH,N607NN,CHS,PHL,2022-03-26 16:57:00,113.0,-26.0,North-South
OH,N599NN,CHS,PHL,2022-03-27 16:55:00,113.0,-31.0,North-South
OH,N564NN,CHS,PHL,2022-03-28 16:55:00,113.0,-21.0,North-South
OH,N576NN,CHS,PHL,2022-03-31 16:55:00,113.0,-8.0,North-South
OH,N720PS,DCA,HPN,2022-03-01 15:38:00,80.0,9.0,East-West
OH,N716PS,DCA,HPN,2022-03-02 15:38:00,80.0,-17.0,East-West
OH,N720PS,DCA,HPN,2022-03-03 15:28:00,89.0,-23.0,East-West
OH,N509AE,DCA,HPN,2022-03-04 15:28:00,89.0,50.0,East-West
OH,N543EA,DCA,HPN,2022-03-06 15:28:00,89.0,-24.0,East-West
OH,N720PS,DCA,HPN,2022-03-07 15:28:00,89.0,42.0,East-West
OH,N527EA,DCA,HPN,2022-03-08 15:28:00,89.0,-25.0,East-West
OH,N511AE,DCA,HPN,2022-03-09 15:28:00,89.0,118.0,East-West
OH,N507AE,DCA,HPN,2022-03-10 15:28:00,89.0,-12.0,East-West
OH,N534AE,DCA,HPN,2022-03-11 15:28:00,89.0,-17.0,East-West
OH,N541EA,DCA,HPN,2022-03-13 15:28:00,89.0,-9.0,East-West
OH,N524AE,DCA,HPN,2022-03-14 15:28:00,89.0,25.0,East-West
OH,N506AE,DCA,HPN,2022-03-15 15:28:00,89.0,-12.0,East-West
OH,N528EG,DCA,HPN,2022-03-16 15:28:00,89.0,8.0,East-West
OH,N528EG,DCA,HPN,2022-03-18 15:28:00,89.0,97.0,East-West
OH,N703PS,DCA,HPN,2022-03-20 15:28:00,89.0,7.0,East-West
OH,N542EA,DCA,HPN,2022-03-21 15:28:00,89.0,-20.0,East-West
OH,N503AE,DCA,HPN,2022-03-22 15:28:00,89.0,-13.0,East-West
OH,N501BG,DCA,HPN,2022-03-23 15:28:00,89.0,44.0,East-West
OH,N712PS,DCA,HPN,2022-03-24 15:28:00,89.0,3.0,East-West
OH,N528EG,DCA,HPN,2022-03-25 15:28:00,89.0,1.0,East-West
OH,N522AE,DCA,HPN,2022-03-27 15:28:00,89.0,49.0,East-West
OH,N517AE,DCA,HPN,2022-03-28 15:28:00,89.0,24.0,East-West
OH,N710PS,DCA,HPN,2022-03-29 15:28:00,89.0,-6.0,East-West
OH,N538EG,DCA,HPN,2022-03-30 15:28:00,89.0,49.0,East-West
OH,N710PS,DCA,HPN,2022-03-31 15:28:00,89.0,3.0,East-West
OH,N720PS,HPN,DCA,2022-03-01 17:28:00,71.0,-6.0,East-West
OH,N716PS,HPN,DCA,2022-03-02 17:28:00,71.0,-17.0,East-West
OH,N720PS,HPN,DCA,2022-03-03 17:29:00,73.0,-19.0,East-West
OH,N509AE,HPN,DCA,2022-03-04 17:29:00,73.0,39.0,East-West
OH,N543EA,HPN,DCA,2022-03-06 17:29:00,73.0,7.0,East-West
OH,N720PS,HPN,DCA,2022-03-07 17:29:00,73.0,51.0,East-West
OH,N527EA,HPN,DCA,2022-03-08 17:29:00,73.0,0.0,East-West
OH,N511AE,HPN,DCA,2022-03-09 17:29:00,73.0,125.0,East-West
OH,N507AE,HPN,DCA,2022-03-10 17:29:00,73.0,11.0,East-West
OH,N534AE,HPN,DCA,2022-03-11 17:29:00,73.0,13.0,East-West
OH,N541EA,HPN,DCA,2022-03-13 17:29:00,73.0,-13.0,East-West
OH,N524AE,HPN,DCA,2022-03-14 17:29:00,73.0,27.0,East-West
OH,N506AE,HPN,DCA,2022-03-15 17:29:00,73.0,-8.0,East-West
OH,N528EG,HPN,DCA,2022-03-16 17:29:00,73.0,2.0,East-West
OH,N528EG,HPN,DCA,2022-03-18 17:29:00,73.0,115.0,East-West
OH,N703PS,HPN,DCA,2022-03-20 17:29:00,73.0,-16.0,East-West
OH,N542EA,HPN,DCA,2022-03-21 17:29:00,73.0,-9.0,East-West
OH,N503AE,HPN,DCA,2022-03-22 17:29:00,73.0,-11.0,East-West
OH,N501BG,HPN,DCA,2022-03-23 17:29:00,73.0,43.0,East-West
OH,N712PS,HPN,DCA,2022-03-24 17:29:00,73.0,35.0,East-West
OH,N528EG,HPN,DCA,2022-03-25 17:29:00,73.0,-16.0,East-West
OH,N522AE,HPN,DCA,2022-03-27 17:29:00,73.0,54.0,East-West
OH,N517AE,HPN,DCA,2022-03-28 17:29:00,73.0,96.0,East-West
OH,N710PS,HPN,DCA,2022-03-29 17:29:00,73.0,-5.0,East-West
OH,N538EG,HPN,DCA,2022-03-30 17:29:00,73.0,44.0,East-West
OH,N710PS,HPN,DCA,2022-03-31 17:29:00,73.0,8.0,East-West
OH,N537EA,DCA,GSO,2022-03-01 07:40:00,76.0,4.0,East-West
OH,N583NN,DCA,GSO,2022-03-02 07:40:00,76.0,-7.0,East-West
OH,N537EA,GSO,DCA,2022-03-01 09:32:00,73.0,0.0,East-West
OH,N583NN,GSO,DCA,2022-03-02 09:32:00,73.0,-25.0,East-West
OH,N718PS,GSO,DCA,2022-03-03 09:33:00,74.0,-25.0,East-West
OH,N542EA,GSO,DCA,2022-03-04 09:33:00,74.0,5.0,East-West
OH,N702PS,GSO,DCA,2022-03-05 08:50:00,82.0,-10.0,East-West
OH,N508AE,GSO,DCA,2022-03-06 09:46:00,74.0,-13.0,East-West
OH,N725PS,GSO,DCA,2022-03-07 09:33:00,74.0,-11.0,East-West
OH,N517AE,GSO,DCA,2022-03-08 09:33:00,74.0,-18.0,East-West
OH,N505AE,GSO,DCA,2022-03-09 09:33:00,74.0,-23.0,East-West
OH,N505AE,GSO,DCA,2022-03-10 09:33:00,74.0,-31.0,East-West
OH,N539EA,GSO,DCA,2022-03-11 09:33:00,74.0,75.0,East-West
OH,N533AE,GSO,DCA,2022-03-13 09:46:00,74.0,45.0,East-West
OH,N503AE,GSO,DCA,2022-03-14 09:33:00,74.0,-10.0,East-West
OH,N712PS,GSO,DCA,2022-03-15 09:33:00,74.0,-15.0,East-West
OH,N725PS,GSO,DCA,2022-03-16 09:33:00,74.0,-22.0,East-West
OH,N531EG,GSO,DCA,2022-03-17 09:33:00,74.0,-8.0,East-West
OH,N710PS,GSO,DCA,2022-03-19 08:50:00,82.0,-26.0,East-West
OH,N531EG,GSO,DCA,2022-03-20 09:46:00,74.0,-12.0,East-West
OH,N519AE,GSO,DCA,2022-03-21 09:33:00,74.0,-7.0,East-West
OH,N529EA,GSO,DCA,2022-03-22 09:33:00,74.0,-24.0,East-West
OH,N505AE,GSO,DCA,2022-03-23 09:33:00,74.0,-18.0,East-West
OH,N710PS,GSO,DCA,2022-03-24 09:33:00,74.0,-20.0,East-West
OH,N719PS,GSO,DCA,2022-03-25 09:33:00,74.0,72.0,East-West
OH,N508AE,GSO,DCA,2022-03-26 08:50:00,82.0,-38.0,East-West
OH,N512AE,GSO,DCA,2022-03-27 09:21:00,74.0,-21.0,East-West
OH,N505AE,GSO,DCA,2022-03-28 09:21:00,74.0,-19.0,East-West
OH,N518AE,GSO,DCA,2022-03-29 09:21:00,74.0,-13.0,East-West
OH,N543EA,GSO,DCA,2022-03-30 09:21:00,74.0,-8.0,East-West
OH,N540EG,GSO,DCA,2022-03-31 09:21:00,74.0,-9.0,East-West
OH,N524AE,DAY,PHL,2022-03-02 07:34:00,105.0,-31.0,East-West
OH,N607NN,DAY,PHL,2022-03-03 07:10:00,96.0,-15.0,East-West
OH,N555NN,DAY,PHL,2022-03-04 07:10:00,96.0,-6.0,East-West
OH,N569NN,DAY,PHL,2022-03-05 07:08:00,96.0,-13.0,East-West
OH,N593NN,DAY,PHL,2022-03-06 07:10:00,96.0,-13.0,East-West
OH,N592NN,DAY,PHL,2022-03-07 07:10:00,96.0,-14.0,East-West
OH,N535EA,DAY,PHL,2022-03-09 07:10:00,96.0,-17.0,East-West
OH,N558NN,DAY,PHL,2022-03-10 07:10:00,96.0,-9.0,East-West
OH,N554NN,DAY,PHL,2022-03-11 07:10:00,96.0,-7.0,East-West
OH,N615NN,DAY,PHL,2022-03-12 07:08:00,96.0,-8.0,East-West
OH,N559NN,DAY,PHL,2022-03-13 07:10:00,96.0,27.0,East-West
OH,N556NN,DAY,PHL,2022-03-14 07:10:00,96.0,-25.0,East-West
OH,N563NN,DAY,PHL,2022-03-16 07:10:00,96.0,-17.0,East-West
OH,N603NN,DAY,PHL,2022-03-17 07:10:00,96.0,17.0,East-West
OH,N587NN,DAY,PHL,2022-03-19 07:08:00,96.0,-8.0,East-West
OH,N603NN,DAY,PHL,2022-03-20 07:10:00,96.0,181.0,East-West
OH,N562NN,DAY,PHL,2022-03-21 07:10:00,96.0,-11.0,East-West
OH,N532EA,DAY,PHL,2022-03-23 07:10:00,96.0,58.0,East-West
OH,N610NN,DAY,PHL,2022-03-24 07:10:00,96.0,-10.0,East-West
OH,N590NN,DAY,PHL,2022-03-25 07:10:00,96.0,-9.0,East-West
OH,N559NN,DAY,PHL,2022-03-26 07:08:00,96.0,0.0,East-West
OH,N596NN,DAY,PHL,2022-03-27 07:10:00,96.0,10.0,East-West
OH,N610NN,DAY,PHL,2022-03-28 07:10:00,96.0,-17.0,East-West
OH,N556NN,DAY,PHL,2022-03-30 07:10:00,96.0,5.0,East-West
OH,N569NN,DAY,PHL,2022-03-31 07:10:00,96.0,-19.0,East-West
OH,N534AE,CLT,VPS,2022-03-03 13:06:00,113.0,-22.0,East-West
OH,N561NN,CLT,VPS,2022-03-04 13:06:00,113.0,-16.0,East-West
OH,N560NN,CLT,VPS,2022-03-05 13:06:00,113.0,-22.0,East-West
OH,N719PS,CLT,VPS,2022-03-06 13:06:00,113.0,-4.0,East-West
OH,N510AE,CLT,VPS,2022-03-07 13:06:00,113.0,-15.0,East-West
OH,N572NN,CLT,VPS,2022-03-09 13:06:00,113.0,-9.0,East-West
OH,N610NN,CLT,VPS,2022-03-10 13:06:00,113.0,-3.0,East-West
OH,N703PS,CLT,VPS,2022-03-11 13:06:00,113.0,39.0,East-West
OH,N596NN,CLT,VPS,2022-03-12 13:06:00,113.0,89.0,East-West
OH,N609NN,CLT,VPS,2022-03-13 13:06:00,113.0,8.0,East-West
OH,N579NN,CLT,VPS,2022-03-14 13:06:00,113.0,2.0,East-West
OH,N555NN,CLT,VPS,2022-03-16 13:06:00,113.0,-2.0,East-West
OH,N555NN,CLT,VPS,2022-03-17 13:06:00,113.0,-13.0,East-West
OH,N581NN,CLT,VPS,2022-03-18 13:06:00,113.0,73.0,East-West
OH,N555NN,CLT,VPS,2022-03-19 13:06:00,113.0,6.0,East-West
OH,N610NN,CLT,VPS,2022-03-20 13:06:00,113.0,-8.0,East-West
OH,N538EG,CLT,VPS,2022-03-21 13:06:00,113.0,-16.0,East-West
OH,N517AE,CLT,VPS,2022-03-23 13:06:00,113.0,-14.0,East-West
OH,N609NN,CLT,VPS,2022-03-24 13:06:00,113.0,8.0,East-West
OH,N608NN,CLT,VPS,2022-03-25 13:06:00,113.0,-7.0,East-West
OH,N718PS,CLT,VPS,2022-03-26 13:06:00,113.0,11.0,East-West
OH,N603NN,CLT,VPS,2022-03-28 13:06:00,113.0,-4.0,East-West
OH,N589NN,CLT,VPS,2022-03-30 13:06:00,113.0,28.0,East-West
OH,N608NN,CLT,VPS,2022-03-31 13:06:00,113.0,13.0,East-West
OH,N534AE,VPS,CLT,2022-03-03 14:30:00,107.0,-21.0,East-West
OH,N561NN,VPS,CLT,2022-03-04 14:30:00,107.0,-3.0,East-West
OH,N560NN,VPS,CLT,2022-03-05 14:30:00,107.0,-9.0,East-West
OH,N719PS,VPS,CLT,2022-03-06 14:30:00,107.0,-10.0,East-West
OH,N510AE,VPS,CLT,2022-03-07 14:30:00,107.0,0.0,East-West
OH,N572NN,VPS,CLT,2022-03-09 14:30:00,107.0,-16.0,East-West
OH,N610NN,VPS,CLT,2022-03-10 14:30:00,107.0,-21.0,East-West
OH,N703PS,VPS,CLT,2022-03-11 14:30:00,107.0,18.0,East-West
OH,N596NN,VPS,CLT,2022-03-12 14:30:00,107.0,74.0,East-West
OH,N609NN,VPS,CLT,2022-03-13 14:30:00,107.0,11.0,East-West
OH,N579NN,VPS,CLT,2022-03-14 14:30:00,107.0,0.0,East-West
OH,N555NN,VPS,CLT,2022-03-16 14:30:00,107.0,-11.0,East-West
OH,N555NN,VPS,CLT,2022-03-17 14:30:00,107.0,-13.0,East-West
OH,N581NN,VPS,CLT,2022-03-18 14:30:00,107.0,83.0,East-West
OH,N555NN,VPS,CLT,2022-03-19 14:30:00,107.0,1.0,East-West
OH,N610NN,VPS,CLT,2022-03-20 14:30:00,107.0,-16.0,East-West
OH,N538EG,VPS,CLT,2022-03-21 14:30:00,107.0,-21.0,East-West
OH,N517AE,VPS,CLT,2022-03-23 14:30:00,107.0,58.0,East-West
OH,N609NN,VPS,CLT,2022-03-24 14:30:00,107.0,17.0,East-West
OH,N608NN,VPS,CLT,2022-03-25 14:30:00,107.0,-15.0,East-West
OH,N718PS,VPS,CLT,2022-03-26 14:30:00,107.0,14.0,East-West
OH,N603NN,VPS,CLT,2022-03-28 14:30:00,107.0,-9.0,East-West
OH,N589NN,VPS,CLT,2022-03-30 14:30:00,107.0,9.0,East-West
OH,N608NN,VPS,CLT,2022-03-31 14:30:00,107.0,-1.0,East-West
OH,N514AE,CLT,SBN,2022-03-01 16:40:00,120.0,-11.0,North-South
OH,N712PS,CLT,SBN,2022-03-02 22:33:00,120.0,-12.0,North-South
OH,N543EA,CLT,SBN,2022-03-03 20:19:00,118.0,-16.0,North-South
OH,N517AE,CLT,SBN,2022-03-04 20:19:00,118.0,7.0,North-South
OH,N534AE,CLT,SBN,2022-03-05 20:19:00,118.0,-10.0,North-South
OH,N527EA,CLT,SBN,2022-03-06 20:19:00,118.0,32.0,North-South
OH,N527EA,CLT,SBN,2022-03-07 20:19:00,118.0,27.0,North-South
OH,N520DC,CLT,SBN,2022-03-13 20:19:00,118.0,35.0,North-South
OH,N529EA,CLT,SBN,2022-03-14 20:19:00,118.0,1.0,North-South
OH,N508AE,CLT,SBN,2022-03-15 18:15:00,122.0,7.0,North-South
OH,N505AE,CLT,SBN,2022-03-16 18:15:00,122.0,-32.0,North-South
OH,N536EA,CLT,SBN,2022-03-20 20:19:00,118.0,17.0,North-South
OH,N527EA,CLT,SBN,2022-03-21 20:19:00,118.0,10.0,North-South
OH,N534AE,CLT,SBN,2022-03-22 18:15:00,122.0,-24.0,North-South
OH,N543EA,CLT,SBN,2022-03-23 18:15:00,122.0,5.0,North-South
OH,N538EG,CLT,SBN,2022-03-24 20:19:00,118.0,-26.0,North-South
OH,N539EA,CLT,SBN,2022-03-25 20:19:00,118.0,-8.0,North-South
OH,N540EG,CLT,SBN,2022-03-27 20:19:00,118.0,-14.0,North-South
OH,N503AE,CLT,SBN,2022-03-28 20:19:00,118.0,-1.0,North-South
OH,N540EG,CLT,SBN,2022-03-29 18:15:00,122.0,-12.0,North-South
OH,N518AE,CLT,SBN,2022-03-30 18:15:00,122.0,-10.0,North-South
OH,N511AE,CLT,SBN,2022-03-31 20:19:00,118.0,-11.0,North-South
OH,N569NN,MDT,CLT,2022-03-01 17:03:00,105.0,-6.0,North-South
OH,N555NN,MDT,CLT,2022-03-02 17:03:00,105.0,-9.0,North-South
OH,N593NN,MDT,CLT,2022-03-03 17:03:00,99.0,4.0,North-South
OH,N604NN,MDT,CLT,2022-03-04 17:03:00,99.0,-14.0,North-South
OH,N559NN,MDT,CLT,2022-03-05 17:03:00,99.0,30.0,North-South
OH,N582NN,MDT,CLT,2022-03-06 17:03:00,99.0,-20.0,North-South
OH,N573NN,MDT,CLT,2022-03-07 17:03:00,99.0,-6.0,North-South
OH,N584NN,MDT,CLT,2022-03-08 17:03:00,99.0,15.0,North-South
OH,N578NN,MDT,CLT,2022-03-09 17:03:00,99.0,11.0,North-South
OH,N557NN,MDT,CLT,2022-03-10 17:03:00,99.0,0.0,North-South
OH,N598NN,MDT,CLT,2022-03-11 17:03:00,99.0,67.0,North-South
OH,N585NN,MDT,CLT,2022-03-12 17:03:00,99.0,55.0,North-South
OH,N613NN,MDT,CLT,2022-03-13 17:03:00,99.0,-13.0,North-South
OH,N565NN,MDT,CLT,2022-03-14 17:03:00,99.0,-11.0,North-South
OH,N609NN,MDT,CLT,2022-03-15 17:03:00,99.0,3.0,North-South
OH,N601EN,MDT,CLT,2022-03-16 17:03:00,99.0,0.0,North-South
OH,N547NN,MDT,CLT,2022-03-17 17:03:00,99.0,-16.0,North-South
OH,N610NN,MDT,CLT,2022-03-18 17:03:00,99.0,-22.0,North-South
OH,N510AE,MDT,CLT,2022-03-19 17:03:00,99.0,370.0,North-South
OH,N586NN,MDT,CLT,2022-03-20 17:03:00,99.0,-19.0,North-South
OH,N574NN,MDT,CLT,2022-03-21 17:03:00,99.0,-13.0,North-South
OH,N612NN,MDT,CLT,2022-03-22 17:03:00,99.0,5.0,North-South
OH,N566NN,MDT,CLT,2022-03-23 17:03:00,99.0,22.0,North-South
OH,N605NN,MDT,CLT,2022-03-24 17:03:00,99.0,-1.0,North-South
OH,N610NN,MDT,CLT,2022-03-25 17:03:00,99.0,-7.0,North-South
OH,N585NN,MDT,CLT,2022-03-27 17:03:00,99.0,-17.0,North-South
OH,N570NN,MDT,CLT,2022-03-28 17:03:00,99.0,-14.0,North-South
OH,N598NN,MDT,CLT,2022-03-29 17:03:00,99.0,-4.0,North-South
OH,N578NN,MDT,CLT,2022-03-30 17:03:00,99.0,-6.0,North-South
OH,N568NN,MDT,CLT,2022-03-31 17:03:00,99.0,-9.0,North-South
OH,N613NN,ALB,DCA,2022-03-01 17:36:00,94.0,-24.0,North-South
OH,N614NN,ALB,DCA,2022-03-02 17:36:00,94.0,18.0,North-South
OH,N577NN,ALB,DCA,2022-03-03 17:33:00,92.0,-23.0,North-South
OH,N549NN,ALB,DCA,2022-03-04 17:33:00,92.0,-9.0,North-South
OH,N605NN,ALB,DCA,2022-03-05 16:27:00,92.0,-14.0,North-South
OH,N609NN,ALB,DCA,2022-03-06 17:33:00,92.0,-13.0,North-South
OH,N607NN,ALB,DCA,2022-03-07 17:33:00,92.0,80.0,North-South
OH,N576NN,ALB,DCA,2022-03-09 17:33:00,92.0,50.0,North-South
OH,N588NN,ALB,DCA,2022-03-10 17:33:00,92.0,5.0,North-South
OH,N565NN,ALB,DCA,2022-03-11 17:33:00,92.0,7.0,North-South
OH,N580NN,ALB,DCA,2022-03-12 16:27:00,92.0,15.0,North-South
OH,N554NN,ALB,DCA,2022-03-13 17:33:00,92.0,21.0,North-South
OH,N585NN,ALB,DCA,2022-03-14 17:33:00,92.0,12.0,North-South
OH,N562NN,ALB,DCA,2022-03-15 17:33:00,92.0,8.0,North-South
OH,N603NN,ALB,DCA,2022-03-16 17:33:00,92.0,-33.0,North-South
OH,N567NN,ALB,DCA,2022-03-17 17:33:00,92.0,-14.0,North-South
OH,N580NN,ALB,DCA,2022-03-19 16:27:00,92.0,-7.0,North-South
OH,N531EG,ALB,DCA,2022-03-20 17:33:00,92.0,245.0,North-South
OH,N554NN,ALB,DCA,2022-03-21 17:33:00,92.0,-3.0,North-South
OH,N595NN,ALB,DCA,2022-03-22 17:33:00,92.0,-25.0,North-South
OH,N502AE,ALB,DCA,2022-03-23 17:33:00,92.0,1113.0,North-South
OH,N586NN,ALB,DCA,2022-03-24 17:33:00,92.0,-6.0,North-South
OH,N577NN,ALB,DCA,2022-03-25 17:33:00,92.0,-8.0,North-South
OH,N556NN,ALB,DCA,2022-03-26 16:27:00,92.0,-13.0,North-South
OH,N609NN,ALB,DCA,2022-03-27 17:33:00,92.0,22.0,North-South
OH,N583NN,ALB,DCA,2022-03-28 17:33:00,92.0,7.0,North-South
OH,N604NN,ALB,DCA,2022-03-29 17:33:00,92.0,21.0,North-South
OH,N540EG,ALB,DCA,2022-03-31 17:33:00,92.0,47.0,North-South
OH,N613NN,DCA,ALB,2022-03-01 14:59:00,86.0,-7.0,North-South
OH,N614NN,DCA,ALB,2022-03-02 14:59:00,86.0,-9.0,North-South
OH,N537EA,DCA,ECP,2022-03-01 11:30:00,154.0,-3.0,East-West
OH,N583NN,DCA,ECP,2022-03-02 11:30:00,154.0,-23.0,East-West
OH,N718PS,DCA,ECP,2022-03-03 11:33:00,144.0,-9.0,East-West
OH,N702PS,DCA,ECP,2022-03-04 11:33:00,144.0,0.0,East-West
OH,N544EA,DCA,ECP,2022-03-05 08:39:00,150.0,6.0,East-West
OH,N531EG,DCA,ECP,2022-03-06 11:40:00,144.0,16.0,East-West
OH,N706PS,DCA,ECP,2022-03-07 11:33:00,144.0,55.0,East-West
OH,N546FF,DCA,ECP,2022-03-08 11:33:00,144.0,-11.0,East-West
OH,N533AE,DCA,ECP,2022-03-09 11:33:00,144.0,14.0,East-West
OH,N505AE,DCA,ECP,2022-03-10 11:33:00,144.0,88.0,East-West
OH,N537EA,DCA,ECP,2022-03-11 11:33:00,144.0,9.0,East-West
OH,N508AE,DCA,ECP,2022-03-13 11:40:00,144.0,-7.0,East-West
OH,N505AE,DCA,ECP,2022-03-14 11:33:00,144.0,51.0,East-West
OH,N512AE,DCA,ECP,2022-03-15 11:33:00,144.0,-8.0,East-West
OH,N509AE,DCA,ECP,2022-03-16 11:33:00,144.0,-9.0,East-West
OH,N716PS,DCA,ECP,2022-03-17 11:33:00,144.0,16.0,East-West
OH,N506AE,DCA,ECP,2022-03-19 08:39:00,150.0,67.0,East-West
OH,N527EA,DCA,ECP,2022-03-20 11:40:00,144.0,31.0,East-West
OH,N544EA,DCA,ECP,2022-03-21 11:33:00,144.0,32.0,East-West
