Year,Month,DayofMonth,DayOfWeek,FlightDate,Carrier_Airline,Tail_Number,Origin,Dest,CRSDepTime,DepTime,DepDelay,CRSArrTime,ArrTime,ArrDelay,Cancelled,Diverted,CRSElapsedTime,ActualElapsedTime,Distance,CRSDepTimeHour,CRSDepTimeMinute,CRSArrTimeHour,CRSArrTimeMinute,Schedule_DateTime,Flight_Duration_Minutes,Flight_Delay,Orientation
2022,3,31,4,2022-03-31,OH,N705PS,SHV,CLT,1536,1622.0,46.0,1850,1919.0,29.0,0.0,0.0,134.0,117.0,764.0,15,36,18,50,2022-03-31 15:36:00,134.0,29.0,Unknown
2022,3,25,5,2022-03-25,OH,N706PS,IAD,CLT,2016,2026.0,10.0,2148,2147.0,-1.0,0.0,0.0,92.0,81.0,322.0,20,16,21,48,2022-03-25 20:16:00,92.0,-1.0,Unknown
2022,3,11,5,2022-03-11,OH,N708PS,HSV,DCA,1552,1601.0,9.0,1845,1850.0,5.0,0.0,0.0,113.0,109.0,613.0,15,52,18,45,2022-03-11 15:52:00,113.0,5.0,Unknown
2022,3,27,7,2022-03-27,OH,N709PS,STL,DCA,1445,1442.0,-3.0,1749,1748.0,-1.0,0.0,0.0,124.0,126.0,719.0,14,45,17,49,2022-03-27 14:45:00,124.0,-1.0,Unknown
2022,3,31,4,2022-03-31,OH,N710PS,HPN,DCA,1729,1724.0,-5.0,1842,1850.0,8.0,0.0,0.0,73.0,86.0,234.0,17,29,18,42,2022-03-31 17:29:00,73.0,8.0,Unknown
2022,3,31,4,2022-03-31,OH,N712PS,CAK,CLT,0850,854.0,4.0,1034,1044.0,10.0,0.0,0.0,104.0,110.0,394.0,8,50,10,34,2022-03-31 08:50:00,104.0,10.0,Unknown
2022,3,25,5,2022-03-25,OH,N716PS,HSV,DCA,1552,1708.0,76.0,1845,1951.0,66.0,0.0,0.0,113.0,103.0,613.0,15,52,18,45,2022-03-25 15:52:00,113.0,66.0,Unknown
2022,3,31,4,2022-03-31,OH,N718PS,TRI,CLT,1952,1943.0,-9.0,2058,2035.0,-23.0,0.0,0.0,66.0,52.0,119.0,19,52,20,58,2022-03-31 19:52:00,66.0,-23.0,Unknown
2022,3,20,7,2022-03-20,OH,N719PS,DCA,SRQ,0859,1611.0,432.0,1141,1927.0,466.0,0.0,0.0,162.0,196.0,851.0,8,59,11,41,2022-03-20 08:59:00,162.0,466.0,Unknown
2022,3,31,4,2022-03-31,OH,N720PS,TYS,DCA,1444,1443.0,-1.0,1621,1620.0,-1.0,0.0,0.0,97.0,97.0,437.0,14,44,16,21,2022-03-31 14:44:00,97.0,-1.0,Unknown
2022,3,26,6,2022-03-26,OH,N723PS,ILM,DCA,1755,1747.0,-8.0,1916,1859.0,-17.0,0.0,0.0,81.0,72.0,319.0,17,55,19,16,2022-03-26 17:55:00,81.0,-17.0,Unknown
2022,3,16,3,2022-03-16,OH,N725PS,ILM,DCA,1840,1831.0,-9.0,2000,1938.0,-22.0,0.0,0.0,80.0,67.0,319.0,18,40,20,0,2022-03-16 18:40:00,80.0,-22.0,Unknown
